"Id rejestru"|"Typ praktyki"|"Numer uchwały wykr."|"Data uchwały wykr."|"Numer ksiegi"|"Nazwa"|"Izba kod"|"Izba opis"|"Numer wpisu do rejestru przedsiebiorcow"|"Forma organizacyjno - prawna kod"|"Forma organizacyjno - prawna opis"|"Data rozp. dzialalnosci"|"Data rozp. dzialalnosci art. 104"|"Data zak. dzialalnosci"
"146597"|"Grupowa"|""|""|"000000145092"|"GRUPOWA PRAKTYKA POŁOŻNICZA S.C. MARZENNA BRZESKA MARIOLA GROTH"|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|""|"0800"|"spółka cywilna"|"2005-06-25"|""|""
"146600"|"Grupowa"|""|""|"000000145096"|"Grupowa Praktyka Pielęgniarek AD-MED s.c."|"15"|"Okręgowa Izba Pielęgniarek i Położnych w Koninie"|""|"0800"|"spółka cywilna"|"2003-09-06"|""|""
"146738"|"Grupowa"|""|""|"000000145240"|"Grupowa Praktyka Pielęgniarek Medycyny Szkolnej "SZKOL-MED" S.C.  Iwona Pisarska, Elżbieta Węgrzyn, "|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"0800 - spółka cywilna"|"2006-09-01"|""|""
"146764"|"Grupowa"|""|""|"000000145187"|"GRUPOWA PRAKTYKA POŁOŻNICZA "BOBAS-MED"  K. DAROŃ, I. TYLICKA"|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|""|"0800"|"spółka cywilna"|"2003-04-30"|""|""
"146806"|"Grupowa"|""|""|"000000145247"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych i Szkolnych Promocja Zdrowia"|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|""|"0800"|"spółka cywilna"|"2001-01-01"|""|""
"146812"|"Grupowa"|""|""|"000000139152"|"Praktyka Pielęgniarstwa Środowiskowo- Rodzinnego "WSPARCIE"Dera i Wysokińska Spółka Partnerska"|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|""|"1000"|"1000 - spółka partnerska"|"2002-01-01"|""|""
"147139"|"Grupowa"|""|""|"000000145665"|"Grupowa Praktyka Pielęgniarska "DOM" s.c"|"20"|"Okręgowa Izba Pielęgniarek i Położnych w Lublinie"|""|"0800"|"spółka cywilna"|"2000-01-03"|""|""
"147213"|"Grupowa"|""|""|"000000145742"|"Grupowa Praktyka Pielęgniarek Środowiskowo - Rodzinnych Opieka II"|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|""|"0800"|"spółka cywilna"|"2002-01-01"|""|""
"147254"|"Grupowa"|""|""|"000000145055"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych "WANDA" s.c."|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|""|"0800"|"spółka cywilna"|"2012-05-01"|""|""
"147346"|"Grupowa"|""|""|"000000145889"|""VITALIS" Aleksandra Jurczykowska, Stefania Witkowska Spółka Cywilna"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2001-01-01"|""|""
"147485"|"Grupowa"|""|""|"000000145997"|""SENIOR" Opieka Pielęgniarska s.c. Kuc Bogusława, Kulińska Beata, Mróz Bożena, Parkitna Mirosława, W"|"13"|"Okręgowa Izba Pielęgniarek i Położnych w Katowicach"|""|"0800"|"0800 - spółka cywilna"|"2008-09-17"|""|""
"147498"|"Grupowa"|""|""|"000000146031"|"Usługi Pielęgniarskie "Dla Rodziny""|"33"|"Okręgowa Izba Pielęgniarek i Położnych w Sieradzu"|""|"0800"|"0800 - spółka cywilna"|"2009-04-08"|""|""
"147521"|"Grupowa"|""|""|"000000145991"|""PAZDAN I PARTNERZY - PRO-VITA" SPÓŁKA PARTNERSKA PIELĘGNIAREK ŚRODOWISKOWYCH-RODZINNYCH"|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|"KRS 0000032327"|"1000"|"spółka partnerska"|"2001-07-31"|""|""
"147601"|"Grupowa"|""|""|"000000146145"|"Położne Środowiskowo-Rodzinne s.c."|"04"|"Okręgowa Izba Pielęgniarek i Położnych w Bydgoszczy"|""|"0800"|"0800 - spółka cywilna"|"2001-03-01"|""|""
"147848"|"Grupowa"|""|""|"000000145820"|"GRUPOWA PRAKTYKA PIELĘGNIAREK "VIT - MED""|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|""|"0800"|"spółka cywilna"|"2001-09-01"|""|""
"147988"|"Grupowa"|""|""|"000000146562"|"Grupowa Praktyka Pielęgniarek "IGIEŁKA""|"20"|"Okręgowa Izba Pielęgniarek i Położnych w Lublinie"|""|"0800"|"spółka cywilna"|"2005-01-01"|""|""
"147992"|"Grupowa"|""|""|"000000146564"|"ADMA Adela Siewierska  "|"31"|"Okręgowa Izba Pielęgniarek i Położnych w Rzeszowie"|""|"0800"|"0800 - spółka cywilna"|"2001-01-01"|""|""
"148356"|"Grupowa"|""|""|"000000146910"|""PROMYK" - Wróblewska, Niemkiewicz, Sidorowicz spółka jawna"|"35"|"Okręgowa Izba Pielęgniarek i Położnych w Suwałkach"|"KRS-0000402826"|"0900"|"0900 - spółka jawna"|"2001-01-01"|""|""
"148645"|"Grupowa"|""|""|"000000147217"|"Grupowa Praktyka Pielęgniarek Rodzinnych "Piguła""|"45"|"Okręgowa Izba Pielęgniarek i Położnych w Zielonej Górze"|""|"0800"|"0800 - spółka cywilna"|"2000-01-01"|""|""
"148679"|"Grupowa"|""|""|"000000146020"|""DIMED' SPÓŁKA PARTNERSKA RABSKA STUDZIŃSKA USŁUGI PIELĘGNIARSKIE "|"09"|"Okręgowa Izba Pielęgniarek i Położnych w Gdańsku"|"KRS 0000082322"|"1000"|"spółka partnerska"|"2000-01-01"|""|""
"149095"|"Grupowa"|""|""|"000000147745"|"Grupowa Praktyka Pielęgniarek "Rodzinne Zdrowie" s.c."|"17"|"Okręgowa Izba Pielęgniarek i Położnych w Krakowie"|""|"0800"|"spółka cywilna"|"2013-01-01"|""|""
"149252"|"Grupowa"|""|""|"000000145517"|"Grupowa Praktyka Pielęgniarstwa Środowiskowo-Rodzinnego "ZDROWITA" s.c."|"26"|"Okręgowa Izba Pielęgniarek i Położnych w Pile"|""|"0800"|"0800 - spółka cywilna"|"1999-01-01"|""|""
"149448"|"Grupowa"|""|""|"000000148110"|""FACHMED" Opieka Długoterminowa D. Borowa i E. Grabiec"|"17"|"Okręgowa Izba Pielęgniarek i Położnych w Krakowie"|""|"0800"|"0800 - spółka cywilna"|"2013-01-01"|""|""
"149678"|"Grupowa"|""|""|"000000148364"|"Grupowa Praktyka Profilaktyczna Spółka Cywilna  "FALMED" Krystyna Falkowska, Magdalena Mączyńska"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2009-04-17"|""|""
"149688"|"Grupowa"|""|""|"000000148375"|"Grupowa Praktyka Pielęgniarek i Położnych "PULS" s.c. Małgorzata Kisielewska, Joanna Wojciechowska, "|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2006-01-01"|""|""
"149697"|"Grupowa"|""|""|"000000148384"|"S.C. Położnych Środowiskowych/Rodzinnych Brygida Julita Lipka, Barbara Jankowska"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2004-01-01"|""|""
"149708"|"Grupowa"|""|""|"000000148394"|"Praktyka Grupowa Medycyny Szkolnej "WENA" s.c. Teresa Dołęga   Ewa  Bohdanowicz  Bożenna  Pawłowska "|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"149717"|"Grupowa"|""|""|"000000148406"|"Grupowa Praktyka Pielęgniarek Medycyny Szkolnej "VITA" s.c.  Anna Ciska, Wiesława Idzikowska, Krysty"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2003-11-01"|""|""
"149735"|"Grupowa"|""|""|"000000148424"|"Praktyka Grupowa Pielęgniarek Medycyny Szkolnej "MED S" s.c. Dorota Tyryłło, Izabela Urszula Osińska"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"149744"|"Grupowa"|""|""|"000000148433"|"SAN-MED Ewa Maja Szydłowska, Wioletta Dębska, Ewa Krystyna Strumidło"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|"0000401358"|"0900"|"spółka jawna"|"2002-09-01"|""|""
"149781"|"Grupowa"|""|""|"000000148478"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych "COR" K. Łuniewicz, M. Giers, Z. Łabanowska Sp"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0900"|"spółka jawna"|"2001-01-01"|""|""
"149788"|"Grupowa"|""|""|"000000148489"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych "ZDROWIE" s.c.      "|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2000-09-09"|""|""
"149800"|"Grupowa"|""|""|"000000148504"|"OPIEKA s.c. Pielęgniarek i Położnych Środowiskowo-Rodzinnych Ewa Pawełczyk, Lilia Grażyna Skowyrska,"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2001-01-01"|""|""
"149817"|"Grupowa"|""|""|"000000148526"|"Grupowa Praktyka Pielęgniarska "PROFILAKTYKA" Maria Jolanta Mąka, Krystyna Glet, Dorota Anna Czajka,"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"0800 - spółka cywilna"|"2001-03-01"|""|""
"149826"|"Grupowa"|""|""|"000000148537"|"Teresa Kiliś i Partnerzy położne środowiskowo-rodzinne"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"1000"|"spółka partnerska"|"2001-01-01"|""|""
"149831"|"Grupowa"|""|""|"000000148546"|"Gajocha i Partnerzy Pielęgniarki Środowiskowo-Rodzinne Spółka Partnerska"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"1000"|"spółka partnerska"|"2001-01-01"|""|""
"149840"|"Grupowa"|""|""|"000000148556"|"Pielęgniarki Środowiskowo-Rodzinne Beata Daniłowska i Partnerzy"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"1000"|"spółka partnerska"|"2001-01-01"|""|""
"149866"|"Grupowa"|""|""|"000000148566"|"Grupowa Praktyka Pielegniarek Rodzinnych "AGO-MED" s.c. Lucyna Kluk, Wiesława Mancewicz"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2008-02-01"|""|""
"149902"|"Grupowa"|""|""|"000000148601"|"Grupowa Praktyka Pielegniarek i Położnych Środowiskowo-Rodzinnych G.Dydzińska, E.Szewalje, B.Szostak"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|"0000515995"|"1000"|"spółka partnerska"|"2004-12-21"|""|""
"149929"|"Grupowa"|""|""|"000000148620"|"Grupowa Praktyka Pielęgniarska Spółka Partnerska Pielęgniarek Rodzinnych Zalewska, Nadolna, Niedźwie"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"1000"|"spółka partnerska"|"2000-01-01"|""|""
"149934"|"Grupowa"|""|""|"000000148626"|"Grupowa Praktyka Pielegniarek Środowiskowo-Rodzinnych "PROPOLIS" s.c. Małgorzata Wiesława Zajk, Ursz"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"149938"|"Grupowa"|""|""|"000000148630"|"Praktyka Grupowa Pielęgniarki i Położnej "EDAMED" s.c. Maria Ewa Faljewska, Danuta Matysiak"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2004-01-01"|""|""
"149946"|"Grupowa"|""|""|"000000148641"|"Spólka Cywilna Pielęgniarek i Połoznej "ZDROWIE" Wiesława Drężek, Wiesława Szewczyk, Bożena Barbara "|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"149960"|"Grupowa"|""|""|"000000148657"|"Położne Rodzinne "ALMEDA" s.c."|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"0800 - spółka cywilna"|"2000-01-02"|""|""
"149962"|"Grupowa"|""|""|"000000148660"|"Grupowa Praktyka Pielęgniarska Spółka Partnerska WADEM Danuta Kunio, Wanda Troczyńska"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"1000"|"spółka partnerska"|"2011-10-13"|""|""
"149972"|"Grupowa"|""|""|"000000148668"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych spółka cywilna Anna Bogusławska, Barbara Jarzą"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2003-09-01"|""|""
"150002"|"Grupowa"|""|""|"000000148700"|"Grupowa Praktyka Pielęgniarska Medycyna Szkolna Spółka Jawna Krystyna Sawa, Zofia Emiljanowicz, Mari"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|"KRS 0000433427"|"0900"|"spółka jawna"|"2000-01-01"|""|""
"150014"|"Grupowa"|""|""|"000000148713"|"Grupowa Praktyka Pielegniarek Medycyny Szkolnej "ZDROWE DZIECKO" s.c. J. Kłymko, K. Stępkowska, B. S"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"150038"|"Grupowa"|""|""|"000000148738"|"Grupowa Praktyka Pielęgniarek Medycyny Szkolnej Ewa Bobowska, Anna Marek-Fromm, Ewa Węgielewska "|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2002-01-01"|""|""
"150046"|"Grupowa"|""|""|"000000148744"|"Medycyna Szkolna I s.c. Danuta Nebeś,Ewa Woś, Lucyna Długosz"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"0800 - spółka cywilna"|"2000-01-01"|""|""
"150056"|"Grupowa"|""|""|"000000148754"|"Grupowa Praktyka Pielęgniarek Medycyny Szkolnej "MED-SZKOL" s.c. E. Dzikiewicz, M. Cyroniuk"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"0800 - spółka cywilna"|"2004-01-01"|""|""
"150064"|"Grupowa"|""|""|"000000148761"|"Medycyna Szkolna Praktyka Grupowa s.c. Barbara Błaszczak, Krystyna Czubińska"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2000-04-01"|""|""
"150070"|"Grupowa"|""|""|"000000148767"|"Położne Środowiskowo-Rodzinne "EMES-MED" s.c. Ewa Dwulat, Małgorzata Bach, Elżbieta Kmito, Stefania "|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"150124"|"Grupowa"|""|""|"000000148812"|"Spółka Cywilna Pielęgniarek i Położnych Medycyny Szkolnej "SZKOL-MED" Arleta Dąbrowska-Miśko, Grażyn"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"0800 - spółka cywilna"|"2000-10-01"|""|""
"150125"|"Grupowa"|""|""|"000000148813"|"Praktyka Grupowa "ZDROWIE" s.c. Usługi Pielęgniarskie Mirosława Trzciałkowska, Irena Żarska, Elżbiet"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"0800 - spółka cywilna"|"2000-01-01"|""|""
"150126"|"Grupowa"|""|""|"000000148814"|"Grupowa Praktyka Pielęgniarek i Położnych Środowiskowo-Rodzinnych VITA s.c. Wiesława Siniuk, Beata M"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2006-01-01"|""|""
"150127"|"Grupowa"|""|""|"000000148815"|"Grupowa Praktyka Pielęgniarek Środowiskowych Medycyny Szkolnej "Med-Szkol" s.c. Teresa Elżbieta Pawe"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2001-01-01"|""|""
"150188"|"Grupowa"|""|""|"000000148876"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych i Położnej Jolanta Sylwia Bieniek, Stefania Gr"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"spółka cywilna"|"2005-01-01"|""|""
"150245"|"Grupowa"|""|""|"000000148570"|"Grupowa Praktyka Pielęgniarek w Środowisku Nauczania i Wychowania SZKOL-MED"|"24"|"Okręgowa Izba Pielęgniarek i Położnych w Opolu"|""|"0800"|"spółka cywilna"|"2001-01-01"|""|""
"150255"|"Grupowa"|""|""|"000000148945"|"Grupowa Praktyka Pielęgniarska SALUS s.c."|"26"|"Okręgowa Izba Pielęgniarek i Położnych w Pile"|""|"0800"|"0800 - spółka cywilna"|"2009-10-19"|""|""
"150320"|"Grupowa"|""|""|"000000141039"|"Grupowa Praktyka Pielęgniarek S.C."|"40"|"Okręgowa Izba Pielęgniarek i Położnych w Wałbrzychu"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"150349"|"Grupowa"|""|""|"000000148950"|"Grupowa Praktyka Pielęgniarek Środowiskowych "ROSA"s.c. H.Stec, J.Ciepła"|"02"|"Okręgowa Izba Pielęgniarek i Położnych w Białymstoku"|""|"0800"|"0800 - spółka cywilna"|"2004-04-01"|""|""
"150364"|"Grupowa"|""|""|"000000149070"|"Grupowa Praktyka Pielęgniarek Środowiskowo-Rodzinnych "PIAST" s.c. "|"02"|"Okręgowa Izba Pielęgniarek i Położnych w Białymstoku"|""|"0800"|"0800 - spółka cywilna"|"2004-04-01"|""|""
"150395"|"Grupowa"|""|""|"000000149099"|"Grupowa Praktyka Pielęgniark Środowiskowo-Rodzinnych "ZDROWIE" Helena Nieścierowicz, Ewa Jolanta Krz"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|""|"0800"|"0800 - spółka cywilna"|"2000-01-01"|""|""
"150492"|"Grupowa"|""|""|"000000149179"|"Grupowa Praktyka Położnych Środowiskowo-Rodzinnych "Mieszko" s.c."|"02"|"Okręgowa Izba Pielęgniarek i Położnych w Białymstoku"|""|"0800"|"0800 - spółka cywilna"|"2004-11-01"|""|""
"150517"|"Grupowa"|""|""|"000000149201"|"Grupowa Praktyka Pielęgniarek "DOBRA" s.c."|"02"|"Okręgowa Izba Pielęgniarek i Położnych w Białymstoku"|""|"0800"|"0800 - spółka cywilna"|"2004-10-15"|""|""
"150557"|"Grupowa"|""|""|"000000144017"|"Grupowa Praktyka Pielęgniarek "Junior""|"30"|"Okręgowa Izba Pielęgniarek i Położnych w Radomiu"|""|"0800"|"spółka cywilna"|"2002-01-01"|""|""
"150584"|"Grupowa"|""|""|"000000149248"|"Grupowa Praktyka Pielęgniarek "REMEDIUM" s.c. E.Śmietało, I. B. Mieszków, E. Falkowska, A. Bakun"|"02"|"Okręgowa Izba Pielęgniarek i Położnych w Białymstoku"|""|"0800"|"0800 - spółka cywilna"|"2004-04-01"|""|""
"150762"|"Grupowa"|""|""|"000000149455"|""ZDROWIE" Grupowa Praktyka Pielęgniarek i Położnych Olszewska Polit spółka partnerska"|"23"|"Okręgowa Izba Pielęgniarek i Położnych w Olsztynie"|"KRS 0000401613"|"1000"|"spółka partnerska"|"2000-01-01"|""|""
"150803"|"Grupowa"|""|""|"000000149500"|"Praktyka Pielęgniarska "COR" s.c Ewa Jędrzejak i Lidia Sienkiewicz"|"26"|"Okręgowa Izba Pielęgniarek i Położnych w Pile"|""|"0800"|"spółka cywilna"|"2009-01-01"|""|""
"151094"|"Grupowa"|""|""|"000000149794"|"Grupowa Praktyka Położnych Środowiskowo-Rodzinnych "FEMINA""|"20"|"Okręgowa Izba Pielęgniarek i Położnych w Lublinie"|""|"0800"|"spółka cywilna"|"2001-03-26"|""|""
"151114"|"Grupowa"|""|""|"000000149796"|"PANACEA  SPÓŁKA CYWILNA  S. DOCHNIAK,W.KAMIŃSKA,D.SŁUPIŃSKA,M.WÓJCIK"|"10"|"Okręgowa Izba Pielęgniarek i Położnych w Gorzowie Wielkopolskim"|""|"0800"|"0800 - spółka cywilna"|"1999-10-13"|""|""
"151385"|"Grupowa"|""|""|"000000150091"|"EDU-MED s.c."|"43"|"Okręgowa Izba Pielęgniarek i Położnych we Wrocławiu"|""|"0800"|"0800 - spółka cywilna"|"2012-04-01"|""|""
"151609"|"Grupowa"|""|""|"000000150293"|"Praktyka Pielęgniarska"Woźnicki i Partnerzy" sp. p."|"22"|"Okręgowa Izba Pielęgniarek i Położnych w Łodzi"|"0000164702"|"1000"|"spółka partnerska"|"2003-01-14"|""|""
"151693"|"Grupowa"|""|""|"000000147583"|"SZKOL-MED s.c. Grupowa Praktyka Pielęgniarska"|"07"|"Okręgowa Izba Pielęgniarek i Położnych w Częstochowie"|""|"0800"|"0800 - spółka cywilna"|"2001-12-03"|""|""
"151993"|"Grupowa"|""|""|"000000149457"|"Grupowa Praktyka Pielęgniarek i Higienistek "MEDSZKOL" s.c."|"26"|"Okręgowa Izba Pielęgniarek i Położnych w Pile"|""|"0800"|"spółka cywilna"|"2008-01-01"|""|""
"152082"|"Grupowa"|""|""|"000000150798"|"Szkoła Rodzenia "MAMA TATA i JA" Ewa Groncik, Iwona Malinowska"|"15"|"Okręgowa Izba Pielęgniarek i Położnych w Koninie"|""|"0800"|"0800 - spółka cywilna"|"2009-09-01"|""|""
"152137"|"Grupowa"|""|""|"000000150860"|"SZKOŁA RODZENIA "BABY CLUB" S.C. BARBARA POROSA, BARBARA MICHALSKA"|"42"|"Okręgowa Izba Pielęgniarek i Położnych we Włocławku"|""|"0800"|"0800 - spółka cywilna"|"2008-09-30"|"2008-09-30"|""
"152157"|"Grupowa"|""|""|"000000150592"|"Usługi Pielęgniarskie "SALUS" s.c."|"33"|"Okręgowa Izba Pielęgniarek i Położnych w Sieradzu"|""|"0800"|"spółka cywilna"|"2000-06-01"|""|""
"152159"|"Grupowa"|""|""|"000000150590"|""SALMED" s.c. usługi pielęgniarskie "|"33"|"Okręgowa Izba Pielęgniarek i Położnych w Sieradzu"|""|"0800"|"spółka cywilna"|"2000-01-01"|""|""
"152364"|"Grupowa"|""|""|"000000151115"|"Anna Barciak"|"41"|"Okręgowa Izba Pielęgniarek i Położnych w Warszawie"|""|"0800"|"0800 - spółka cywilna"|"1999-12-31"|""|""
"152426"|"Grupowa"|""|""|"000000151177"|""ŻYCIE""|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"0800 - spółka cywilna"|"2005-10-19"|""|""
"153374"|"Grupowa"|""|""|"000000152217"|"Bona Mater Komaszyńska-Osuch-Skrzypiec Spółka Partnerska Położnych"|"41"|"Okręgowa Izba Pielęgniarek i Położnych w Warszawie"|"KRS 0000230267"|"1000"|"1000 - spółka partnerska"|"2005-05-09"|""|""
"153402"|"Grupowa"|""|""|"000000150209"|"GRUPOWA PRAKTYKA PIELĘGNIAREK w ŚRODOWISKU NAUCZANIA I WYCHOWANIA "PROFIX" s.c."|"24"|"Okręgowa Izba Pielęgniarek i Położnych w Opolu"|""|"0800"|"spółka cywilna"|"2005-01-01"|""|""
"153627"|"Grupowa"|""|""|"000000149315"|"Grupowa Praktyka Pielęgniarska VITA"|"26"|"Okręgowa Izba Pielęgniarek i Położnych w Pile"|""|"0800"|"0800 - spółka cywilna"|"2008-12-01"|""|""
"154083"|"Grupowa"|""|""|"000000150207"|"Grupowa Praktyka Pielęgniarek w Środowisku Wychowania i Nauczania s.c.Krystyna Skupień, Aleksandra S"|"24"|"Okręgowa Izba Pielęgniarek i Położnych w Opolu"|""|"0800"|"0800 - spółka cywilna"|"2000-04-01"|""|""
"154173"|"Grupowa"|""|""|"000000152973"|"B.M. VITA s.c."|"26"|"Okręgowa Izba Pielęgniarek i Położnych w Pile"|""|"0800"|"spółka cywilna"|"2012-01-01"|""|""
"154224"|"Grupowa"|""|""|"000000149037"|"Grupowa Praktyka Pielęgniarek "MEDYCYNA SZKOLNA"s.c."|"24"|"Okręgowa Izba Pielęgniarek i Położnych w Opolu"|""|"0800"|"spółka cywilna"|"2000-03-15"|""|""
"154226"|"Grupowa"|""|""|"000000150208"|"S.C.GRUPOWA PRAKTYKA POŁOŻNYCH ŚODOWISK RODZINNYCH "REBO-MED" R.Krupa, B.Klecha"|"24"|"Okręgowa Izba Pielęgniarek i Położnych w Opolu"|""|"0800"|"spółka cywilna"|"2009-01-01"|""|""
"154572"|"Grupowa"|""|""|"000000153382"|"SALUTIS s.c."|"26"|"Okręgowa Izba Pielęgniarek i Położnych w Pile"|""|"0800"|"0800 - spółka cywilna"|"2010-04-16"|""|""
"155525"|"Grupowa"|""|""|"000000154452"|"GRUPOWA PRAKTYKA PIELĘGNIARSKA CORDA,RADZISZEWSKI I PARTNERZY"|"45"|"Okręgowa Izba Pielęgniarek i Położnych w Zielonej Górze"|""|"1000"|"spółka partnerska"|"2011-01-01"|""|""
"156205"|"Grupowa"|""|""|"000000155219"|"Zakład Pielęgniarsko-Położniczy DAR"|"36"|"Okręgowa Izba Pielęgniarek i Położnych w Szczecinie"|""|"0800"|"spółka cywilna"|"2013-03-01"|""|""
"158374"|"Grupowa"|""|""|"000000157678"|"GRUPOWA PRAKTYKA PIELĘGNIAREK PIELĘGNIARSKI OŚRODEK MEDYCYNY ŚRODOWISKOWO-RODZINNEJ ''OPIEKA''"|"28"|"Okręgowa Izba Pielęgniarek i Położnych w Poznaniu"|""|"0800"|"spółka cywilna"|"2006-05-24"|""|""
"159984"|"Grupowa"|""|""|"000000159595"|"GRUPOWA PRAKTYKA PIELĘGNIAREK S.C. GIZELA PEZDA, KARINA PUDEŁKO"|"03"|"Okręgowa Izba Pielęgniarek i Położnych w Bielsku-Białej"|""|"0800"|"0800 - spółka cywilna"|"2014-01-01"|""|""
"161639"|"Grupowa"|""|""|"000000161552"|"MED-SZKOL"|"34"|"Okręgowa Izba Pielęgniarek i Położnych w Słupsku"|""|"0800"|"spółka cywilna"|"2014-01-01"|"2014-01-01"|""
"162721"|"Grupowa"|""|""|"000000162997"|"Grupowa Praktyka Pielęgniarska Bożena Gomulińska, Wioletta Chromiec S.C."|"41"|"Okręgowa Izba Pielęgniarek i Położnych w Warszawie"|""|"0800"|"0800 - spółka cywilna"|"2006-01-01"|""|""
"165344"|"Grupowa"|""|""|"000000166075"|"Usługi Pielęgniarskie- Aleksandrowicz, Komosińska Sp.J."|"20"|"Okręgowa Izba Pielęgniarek i Położnych w Lublinie"|"0000468032"|"0900"|"0900 - spółka jawna"|"2014-03-31"|"2014-03-31"|""
"165899"|"Grupowa"|""|""|"000000166766"|"Grupowa Praktyka Pielęgniarek WARMED Spółka Cywilna Bożena Kowalczyk, Julia Ignatowicz,Krystyna Świą"|"15"|"Okręgowa Izba Pielęgniarek i Położnych w Koninie"|""|"0800"|"0800 - spółka cywilna"|"2014-04-01"|""|""
